timestamp,last,bid,ask
2026-01-02T09:30:00,5825.0,5824.95,5825.05
2026-01-02T09:31:00,5824.72,5824.67,5824.77
2026-01-02T09:32:00,5824.38,5824.33,5824.43
2026-01-02T09:33:00,5824.16,5824.11,5824.21
2026-01-02T09:34:00,5825.57,5825.52,5825.62
2026-01-02T09:35:00,5825.32,5825.27,5825.37
2026-01-02T09:36:00,5822.33,5822.28,5822.38
2026-01-02T09:37:00,5823.0,5822.95,5823.05
2026-01-02T09:38:00,5822.47,5822.42,5822.52
2026-01-02T09:39:00,5822.04,5821.99,5822.09
2026-01-02T09:40:00,5822.28,5822.23,5822.33
2026-01-02T09:41:00,5822.75,5822.7,5822.8
2026-01-02T09:42:00,5825.08,5825.03,5825.13
2026-01-02T09:43:00,5826.4,5826.35,5826.45
2026-01-02T09:44:00,5826.63,5826.58,5826.68
2026-01-02T09:45:00,5825.16,5825.11,5825.21
2026-01-02T09:46:00,5823.14,5823.09,5823.19
2026-01-02T09:47:00,5823.64,5823.59,5823.69
2026-01-02T09:48:00,5826.27,5826.22,5826.32
2026-01-02T09:49:00,5826.36,5826.31,5826.41
2026-01-02T09:50:00,5826.15,5826.1,5826.2
2026-01-02T09:51:00,5827.22,5827.17,5827.27
2026-01-02T09:52:00,5824.32,5824.27,5824.37
2026-01-02T09:53:00,5823.7,5823.65,5823.75
2026-01-02T09:54:00,5824.69,5824.64,5824.74
2026-01-02T09:55:00,5826.44,5826.39,5826.49
2026-01-02T09:56:00,5825.96,5825.91,5826.01
2026-01-02T09:57:00,5826.72,5826.67,5826.77
2026-01-02T09:58:00,5827.22,5827.17,5827.27
2026-01-02T09:59:00,5828.79,5828.74,5828.84
2026-01-02T10:00:00,5826.57,5826.52,5826.62
2026-01-02T10:01:00,5827.71,5827.66,5827.76
2026-01-02T10:02:00,5824.69,5824.64,5824.74
2026-01-02T10:03:00,5819.46,5819.41,5819.51
2026-01-02T10:04:00,5818.25,5818.2,5818.3
2026-01-02T10:05:00,5816.43,5816.38,5816.48
2026-01-02T10:06:00,5818.19,5818.14,5818.24
2026-01-02T10:07:00,5819.53,5819.48,5819.58
2026-01-02T10:08:00,5817.1,5817.05,5817.15
2026-01-02T10:09:00,5818.8,5818.75,5818.85
2026-01-02T10:10:00,5816.8,5816.75,5816.85
2026-01-02T10:11:00,5816.64,5816.59,5816.69
2026-01-02T10:12:00,5816.06,5816.01,5816.11
2026-01-02T10:13:00,5816.3,5816.25,5816.35
2026-01-02T10:14:00,5817.95,5817.9,5818.0
2026-01-02T10:15:00,5819.24,5819.19,5819.29
2026-01-02T10:16:00,5819.95,5819.9,5820.0
2026-01-02T10:17:00,5821.26,5821.21,5821.31
2026-01-02T10:18:00,5822.22,5822.17,5822.27
2026-01-02T10:19:00,5820.97,5820.92,5821.02
2026-01-02T10:20:00,5819.54,5819.49,5819.59
2026-01-02T10:21:00,5818.61,5818.56,5818.66
2026-01-02T10:22:00,5819.62,5819.57,5819.67
2026-01-02T10:23:00,5819.13,5819.08,5819.18
2026-01-02T10:24:00,5823.81,5823.76,5823.86
2026-01-02T10:25:00,5822.18,5822.13,5822.23
2026-01-02T10:26:00,5819.99,5819.94,5820.04
2026-01-02T10:27:00,5821.54,5821.49,5821.59
2026-01-02T10:28:00,5824.39,5824.34,5824.44
2026-01-02T10:29:00,5825.41,5825.36,5825.46
2026-01-02T10:30:00,5827.09,5827.04,5827.14
2026-01-02T10:31:00,5829.95,5829.9,5830.0
2026-01-02T10:32:00,5829.77,5829.72,5829.82
2026-01-02T10:33:00,5826.93,5826.88,5826.98
2026-01-02T10:34:00,5825.87,5825.82,5825.92
2026-01-02T10:35:00,5827.78,5827.73,5827.83
2026-01-02T10:36:00,5824.9,5824.85,5824.95
2026-01-02T10:37:00,5824.97,5824.92,5825.02
2026-01-02T10:38:00,5825.48,5825.43,5825.53
2026-01-02T10:39:00,5824.86,5824.81,5824.91
2026-01-02T10:40:00,5826.31,5826.26,5826.36
2026-01-02T10:41:00,5827.48,5827.43,5827.53
2026-01-02T10:42:00,5832.13,5832.08,5832.18
2026-01-02T10:43:00,5833.37,5833.32,5833.42
2026-01-02T10:44:00,5832.15,5832.1,5832.2
2026-01-02T10:45:00,5831.03,5830.98,5831.08
2026-01-02T10:46:00,5829.37,5829.32,5829.42
2026-01-02T10:47:00,5831.28,5831.23,5831.33
2026-01-02T10:48:00,5830.15,5830.1,5830.2
2026-01-02T10:49:00,5830.01,5829.96,5830.06
2026-01-02T10:50:00,5831.51,5831.46,5831.56
2026-01-02T10:51:00,5830.07,5830.02,5830.12
2026-01-02T10:52:00,5829.49,5829.44,5829.54
2026-01-02T10:53:00,5825.81,5825.76,5825.86
2026-01-02T10:54:00,5823.65,5823.6,5823.7
2026-01-02T10:55:00,5822.52,5822.47,5822.57
2026-01-02T10:56:00,5823.36,5823.31,5823.41
2026-01-02T10:57:00,5825.75,5825.7,5825.8
2026-01-02T10:58:00,5825.72,5825.67,5825.77
2026-01-02T10:59:00,5826.25,5826.2,5826.3
2026-01-02T11:00:00,5826.59,5826.54,5826.64
2026-01-02T11:01:00,5828.77,5828.72,5828.82
2026-01-02T11:02:00,5830.56,5830.51,5830.61
2026-01-02T11:03:00,5831.11,5831.06,5831.16
2026-01-02T11:04:00,5829.09,5829.04,5829.14
2026-01-02T11:05:00,5830.9,5830.85,5830.95
2026-01-02T11:06:00,5831.67,5831.62,5831.72
2026-01-02T11:07:00,5834.13,5834.08,5834.18
2026-01-02T11:08:00,5834.07,5834.02,5834.12
2026-01-02T11:09:00,5837.98,5837.93,5838.03
2026-01-02T11:10:00,5837.26,5837.21,5837.31
2026-01-02T11:11:00,5840.45,5840.4,5840.5
2026-01-02T11:12:00,5840.68,5840.63,5840.73
2026-01-02T11:13:00,5839.65,5839.6,5839.7
2026-01-02T11:14:00,5837.39,5837.34,5837.44
2026-01-02T11:15:00,5837.09,5837.04,5837.14
2026-01-02T11:16:00,5839.94,5839.89,5839.99
2026-01-02T11:17:00,5841.57,5841.52,5841.62
2026-01-02T11:18:00,5842.95,5842.9,5843.0
2026-01-02T11:19:00,5838.2,5838.15,5838.25
2026-01-02T11:20:00,5839.62,5839.57,5839.67
2026-01-02T11:21:00,5840.73,5840.68,5840.78
2026-01-02T11:22:00,5839.63,5839.58,5839.68
2026-01-02T11:23:00,5838.38,5838.33,5838.43
2026-01-02T11:24:00,5838.38,5838.33,5838.43
2026-01-02T11:25:00,5841.83,5841.78,5841.88
2026-01-02T11:26:00,5839.72,5839.67,5839.77
2026-01-02T11:27:00,5838.87,5838.82,5838.92
2026-01-02T11:28:00,5841.6,5841.55,5841.65
2026-01-02T11:29:00,5840.71,5840.66,5840.76
2026-01-02T11:30:00,5839.98,5839.93,5840.03
2026-01-02T11:31:00,5840.18,5840.13,5840.23
2026-01-02T11:32:00,5837.7,5837.65,5837.75
2026-01-02T11:33:00,5838.14,5838.09,5838.19
2026-01-02T11:34:00,5835.72,5835.67,5835.77
2026-01-02T11:35:00,5837.49,5837.44,5837.54
2026-01-02T11:36:00,5837.5,5837.45,5837.55
2026-01-02T11:37:00,5842.07,5842.02,5842.12
2026-01-02T11:38:00,5842.63,5842.58,5842.68
2026-01-02T11:39:00,5845.36,5845.31,5845.41
2026-01-02T11:40:00,5842.75,5842.7,5842.8
2026-01-02T11:41:00,5842.51,5842.46,5842.56
2026-01-02T11:42:00,5843.16,5843.11,5843.21
2026-01-02T11:43:00,5846.65,5846.6,5846.7
2026-01-02T11:44:00,5843.29,5843.24,5843.34
2026-01-02T11:45:00,5845.27,5845.22,5845.32
2026-01-02T11:46:00,5846.45,5846.4,5846.5
2026-01-02T11:47:00,5849.52,5849.47,5849.57
2026-01-02T11:48:00,5850.94,5850.89,5850.99
2026-01-02T11:49:00,5851.04,5850.99,5851.09
2026-01-02T11:50:00,5849.99,5849.94,5850.04
2026-01-02T11:51:00,5847.49,5847.44,5847.54
2026-01-02T11:52:00,5847.88,5847.83,5847.93
2026-01-02T11:53:00,5847.49,5847.44,5847.54
2026-01-02T11:54:00,5851.53,5851.48,5851.58
2026-01-02T11:55:00,5850.3,5850.25,5850.35
2026-01-02T11:56:00,5850.94,5850.89,5850.99
2026-01-02T11:57:00,5847.8,5847.75,5847.85
2026-01-02T11:58:00,5847.01,5846.96,5847.06
2026-01-02T11:59:00,5847.53,5847.48,5847.58
2026-01-02T12:00:00,5849.18,5849.13,5849.23
2026-01-02T12:01:00,5852.07,5852.02,5852.12
2026-01-02T12:02:00,5851.98,5851.93,5852.03
2026-01-02T12:03:00,5849.74,5849.69,5849.79
2026-01-02T12:04:00,5850.65,5850.6,5850.7
2026-01-02T12:05:00,5851.68,5851.63,5851.73
2026-01-02T12:06:00,5852.66,5852.61,5852.71
2026-01-02T12:07:00,5851.25,5851.2,5851.3
2026-01-02T12:08:00,5853.51,5853.46,5853.56
2026-01-02T12:09:00,5853.68,5853.63,5853.73
2026-01-02T12:10:00,5855.07,5855.02,5855.12
2026-01-02T12:11:00,5857.61,5857.56,5857.66
2026-01-02T12:12:00,5858.82,5858.77,5858.87
2026-01-02T12:13:00,5859.38,5859.33,5859.43
2026-01-02T12:14:00,5863.68,5863.63,5863.73
2026-01-02T12:15:00,5864.15,5864.1,5864.2
2026-01-02T12:16:00,5863.54,5863.49,5863.59
2026-01-02T12:17:00,5863.75,5863.7,5863.8
2026-01-02T12:18:00,5866.7,5866.65,5866.75
2026-01-02T12:19:00,5866.92,5866.87,5866.97
